"","infinitive","forms"
"520","reconocer","reconozco;reconoces;reconoce;reconocemos;reconocéis;reconocen;reconociendo;reconocido;reconoceré;reconocerás;reconocerá;reconoceremos;reconoceréis;reconocerán;reconocía;reconocías;reconocíamos;reconocíais;reconocían;reconocí;reconociste;reconoció;reconocimos;reconocisteis;reconocieron;reconocería;reconocerías;reconoceríamos;reconoceríais;reconocerían;reconozca;reconozcas;reconozcamos;reconozcáis;reconozcan;reconociera;reconocieras;reconociéramos;reconocierais;reconocieran;reconociere;reconocieres;reconociéremos;reconociereis;reconocieren;;reconoced"
"521","recordar","recuerdo;recuerdas;recuerda;recordamos;recordáis;recuerdan;recordando;recordado;recordaré;recordarás;recordará;recordaremos;recordaréis;recordarán;recordaba;recordabas;recordábamos;recordabais;recordaban;recordé;recordaste;recordó;recordasteis;recordaron;recordaría;recordarías;recordaríamos;recordaríais;recordarían;recuerde;recuerdes;recordemos;recordéis;recuerden;recordara;recordaras;recordáramos;recordarais;recordaran;recordare;recordares;recordáremos;recordareis;recordaren;;recordad"
"522","reducir","reduzco;reduces;reduce;reducimos;reducís;reducen;reduciendo;reducido;reduciré;reducirás;reducirá;reduciremos;reduciréis;reducirán;reducía;reducías;reducíamos;reducíais;reducían;reduje;redujiste;redujo;redujimos;redujisteis;redujeron;reduciría;reducirías;reduciríamos;reduciríais;reducirían;reduzca;reduzcas;reduzcamos;reduzcáis;reduzcan;redujera;redujeras;redujéramos;redujerais;redujeran;redujere;redujeres;redujéremos;redujereis;redujeren;;reducid"
"523","regalar","regalo;regalas;regala;regalamos;regaláis;regalan;regalando;regalado;regalaré;regalarás;regalará;regalaremos;regalaréis;regalarán;regalaba;regalabas;regalábamos;regalabais;regalaban;regalé;regalaste;regaló;regalasteis;regalaron;regalaría;regalarías;regalaríamos;regalaríais;regalarían;regale;regales;regalemos;regaléis;regalen;regalara;regalaras;regaláramos;regalarais;regalaran;regalare;regalares;regaláremos;regalareis;regalaren;;regalad"
"524","regar","riego;riegas;riega;regamos;regáis;riegan;regando;regado;regaré;regarás;regará;regaremos;regaréis;regarán;regaba;regabas;regábamos;regabais;regaban;regué;regaste;regó;regasteis;regaron;regaría;regarías;regaríamos;regaríais;regarían;riegue;riegues;reguemos;reguéis;rieguen;regara;regaras;regáramos;regarais;regaran;regare;regares;regáremos;regareis;regaren;;regad"
"525","regatear","regateo;regateas;regatea;regateamos;regateáis;regatean;regateando;regateado;regatearé;regatearás;regateará;regatearemos;regatearéis;regatearán;regateaba;regateabas;regateábamos;regateabais;regateaban;regateé;regateaste;regateó;regateasteis;regatearon;regatearía;regatearías;regatearíamos;regatearíais;regatearían;regatee;regatees;regateemos;regateéis;regateen;regateara;regatearas;regateáramos;regatearais;regatearan;regateare;regateares;regateáremos;regateareis;regatearen;;regatead"
"526","regir","rijo;riges;rige;regimos;regís;rigen;rigiendo;regido;regiré;regirás;regirá;regiremos;regiréis;regirán;regía;regías;regíamos;regíais;regían;regí;registe;rigió;registeis;rigieron;regiría;regirías;regiríamos;regiríais;regirían;rija;rijas;rijamos;rijáis;rijan;rigiera;rigieras;rigiéramos;rigierais;rigieran;rigiere;rigieres;rigiéremos;rigiereis;rigieren;;regid"
"527","registrar","registro;registras;registra;registramos;registráis;registran;registrando;registrado;registraré;registrarás;registrará;registraremos;registraréis;registrarán;registraba;registrabas;registrábamos;registrabais;registraban;registré;registraste;registró;registrasteis;registraron;registraría;registrarías;registraríamos;registraríais;registrarían;registre;registres;registremos;registréis;registren;registrara;registraras;registráramos;registrarais;registraran;registrare;registrares;registráremos;registrareis;registraren;;registrad"
"528","registrarse",";regístrate;registraos;regístrese;regístrense;registrándose;registrado"
"529","regresar","regreso;regresas;regresa;regresamos;regresáis;regresan;regresando;regresado;regresaré;regresarás;regresará;regresaremos;regresaréis;regresarán;regresaba;regresabas;regresábamos;regresabais;regresaban;regresé;regresaste;regresó;regresasteis;regresaron;regresaría;regresarías;regresaríamos;regresaríais;regresarían;regrese;regreses;regresemos;regreséis;regresen;regresara;regresaras;regresáramos;regresarais;regresaran;regresare;regresares;regresáremos;regresareis;regresaren;;regresad"
"530","regular","regulo;regulas;regula;regulamos;reguláis;regulan;regulando;regulado;regularé;regularás;regulará;regularemos;regularéis;regularán;regulaba;regulabas;regulábamos;regulabais;regulaban;regulé;regulaste;reguló;regulasteis;regularon;regularía;regularías;regularíamos;regularíais;regularían;regule;regules;regulemos;reguléis;regulen;regulara;regularas;reguláramos;regularais;regularan;regulare;regulares;reguláremos;regulareis;regularen;;regulad"
"531","rehusar","rehúso;rehúsas;rehúsa;rehusamos;rehusáis;rehúsan;rehusando;rehusado;rehusaré;rehusarás;rehusará;rehusaremos;rehusaréis;rehusarán;rehusaba;rehusabas;rehusábamos;rehusabais;rehusaban;rehusé;rehusaste;rehusó;rehusasteis;rehusaron;rehusaría;rehusarías;rehusaríamos;rehusaríais;rehusarían;rehúse;rehúses;rehusemos;rehuséis;rehúsen;rehusara;rehusaras;rehusáramos;rehusarais;rehusaran;rehusare;rehusares;rehusáremos;rehusareis;rehusaren;;rehusad"
"532","reinar","reino;reinas;reina;reinamos;reináis;reinan;reinando;reinado;reinaré;reinarás;reinará;reinaremos;reinaréis;reinarán;reinaba;reinabas;reinábamos;reinabais;reinaban;reiné;reinaste;reinó;reinasteis;reinaron;reinaría;reinarías;reinaríamos;reinaríais;reinarían;reine;reines;reinemos;reinéis;reinen;reinara;reinaras;reináramos;reinarais;reinaran;reinare;reinares;reináremos;reinareis;reinaren;;reinad"
"533","reír","río;ríes;ríe;reímos;reís;ríen;riendo;reído;reiré;reirás;reirá;reiremos;reiréis;reirán;reía;reías;reíamos;reíais;reían;reí;reíste;rio;reísteis;rieron;reiría;reirías;reiríamos;reiríais;reirían;ría;rías;riamos;riáis;rían;riera;rieras;riéramos;rierais;rieran;riere;rieres;riéremos;riereis;rieren;;reíd"
"534","renacer","renazco;renaces;renace;renacemos;renacéis;renacen;renaciendo;renacido;renaceré;renacerás;renacerá;renaceremos;renaceréis;renacerán;renacía;renacías;renacíamos;renacíais;renacían;renací;renaciste;renació;renacimos;renacisteis;renacieron;renacería;renacerías;renaceríamos;renaceríais;renacerían;renazca;renazcas;renazcamos;renazcáis;renazcan;renaciera;renacieras;renaciéramos;renacierais;renacieran;renaciere;renacieres;renaciéremos;renaciereis;renacieren;;renaced"
"535","reñir","riño;riñes;riñe;reñimos;reñís;riñen;riñendo;reñido;reñiré;reñirás;reñirá;reñiremos;reñiréis;reñirán;reñía;reñías;reñíamos;reñíais;reñían;reñí;reñiste;riñó;reñisteis;riñeron;reñiría;reñirías;reñiríamos;reñiríais;reñirían;riña;riñas;riñamos;riñáis;riñan;riñera;riñeras;riñéramos;riñerais;riñeran;riñere;riñeres;riñéremos;riñereis;riñeren;;reñid"
"536","renovar","renuevo;renuevas;renueva;renovamos;renováis;renuevan;renovando;renovado;renovaré;renovarás;renovará;renovaremos;renovaréis;renovarán;renovaba;renovabas;renovábamos;renovabais;renovaban;renové;renovaste;renovó;renovasteis;renovaron;renovaría;renovarías;renovaríamos;renovaríais;renovarían;renueve;renueves;renovemos;renovéis;renueven;renovara;renovaras;renováramos;renovarais;renovaran;renovare;renovares;renováremos;renovareis;renovaren;;renovad"
"537","renunciar","renuncio;renuncias;renuncia;renunciamos;renunciáis;renuncian;renunciando;renunciado;renunciaré;renunciarás;renunciará;renunciaremos;renunciaréis;renunciarán;renunciaba;renunciabas;renunciábamos;renunciabais;renunciaban;renuncié;renunciaste;renunció;renunciasteis;renunciaron;renunciaría;renunciarías;renunciaríamos;renunciaríais;renunciarían;renuncie;renuncies;renunciemos;renunciéis;renuncien;renunciara;renunciaras;renunciáramos;renunciarais;renunciaran;renunciare;renunciares;renunciáremos;renunciareis;renunciaren;;renunciad"
"538","reparar","reparo;reparas;repara;reparamos;reparáis;reparan;reparando;reparado;repararé;repararás;reparará;repararemos;repararéis;repararán;reparaba;reparabas;reparábamos;reparabais;reparaban;reparé;reparaste;reparó;reparasteis;repararon;repararía;repararías;repararíamos;repararíais;repararían;repare;repares;reparemos;reparéis;reparen;reparara;repararas;reparáramos;repararais;repararan;reparare;reparares;reparáremos;reparareis;repararen;;reparad"
"539","repasar","repaso;repasas;repasa;repasamos;repasáis;repasan;repasando;repasado;repasaré;repasarás;repasará;repasaremos;repasaréis;repasarán;repasaba;repasabas;repasábamos;repasabais;repasaban;repasé;repasaste;repasó;repasasteis;repasaron;repasaría;repasarías;repasaríamos;repasaríais;repasarían;repase;repases;repasemos;repaséis;repasen;repasara;repasaras;repasáramos;repasarais;repasaran;repasare;repasares;repasáremos;repasareis;repasaren;;repasad"
"540","repetir","repito;repites;repite;repetimos;repetís;repiten;repitiendo;repetido;repetiré;repetirás;repetirá;repetiremos;repetiréis;repetirán;repetía;repetías;repetíamos;repetíais;repetían;repetí;repetiste;repitió;repetisteis;repitieron;repetiría;repetirías;repetiríamos;repetiríais;repetirían;repita;repitas;repitamos;repitáis;repitan;repitiera;repitieras;repitiéramos;repitierais;repitieran;repitiere;repitieres;repitiéremos;repitiereis;repitieren;;repetid"
"541","replicar","replico;replicas;replica;replicamos;replicáis;replican;replicando;replicado;replicaré;replicarás;replicará;replicaremos;replicaréis;replicarán;replicaba;replicabas;replicábamos;replicabais;replicaban;repliqué;replicaste;replicó;replicasteis;replicaron;replicaría;replicarías;replicaríamos;replicaríais;replicarían;replique;repliques;repliquemos;repliquéis;repliquen;replicara;replicaras;replicáramos;replicarais;replicaran;replicare;replicares;replicáremos;replicareis;replicaren;;replicad"
"542","reportar","reporto;reportas;reporta;reportamos;reportáis;reportan;reportando;reportado;reportaré;reportarás;reportará;reportaremos;reportaréis;reportarán;reportaba;reportabas;reportábamos;reportabais;reportaban;reporté;reportaste;reportó;reportasteis;reportaron;reportaría;reportarías;reportaríamos;reportaríais;reportarían;reporte;reportes;reportemos;reportéis;reporten;reportara;reportaras;reportáramos;reportarais;reportaran;reportare;reportares;reportáremos;reportareis;reportaren;;reportad"
"543","requerir","requiero;requieres;requiere;requerimos;requerís;requieren;requiriendo;requerido;requeriré;requerirás;requerirá;requeriremos;requeriréis;requerirán;requería;requerías;requeríamos;requeríais;requerían;requerí;requeriste;requirió;requeristeis;requirieron;requeriría;requerirías;requeriríamos;requeriríais;requerirían;requiera;requieras;requiramos;requiráis;requieran;requiriera;requirieras;requiriéramos;requirierais;requirieran;requiriere;requirieres;requiriéremos;requiriereis;requirieren;;requerid"
"544","reservar","reservo;reservas;reserva;reservamos;reserváis;reservan;reservando;reservado;reservaré;reservarás;reservará;reservaremos;reservaréis;reservarán;reservaba;reservabas;reservábamos;reservabais;reservaban;reservé;reservaste;reservó;reservasteis;reservaron;reservaría;reservarías;reservaríamos;reservaríais;reservarían;reserve;reserves;reservemos;reservéis;reserven;reservara;reservaras;reserváramos;reservarais;reservaran;reservare;reservares;reserváremos;reservareis;reservaren;;reservad"
"545","resolver","resuelvo;resuelves;resuelve;resolvemos;resolvéis;resuelven;resolviendo;resuelto;resolveré;resolverás;resolverá;resolveremos;resolveréis;resolverán;resolvía;resolvías;resolvíamos;resolvíais;resolvían;resolví;resolviste;resolvió;resolvimos;resolvisteis;resolvieron;resolvería;resolverías;resolveríamos;resolveríais;resolverían;resuelva;resuelvas;resolvamos;resolváis;resuelvan;resolviera;resolvieras;resolviéramos;resolvierais;resolvieran;resolviere;resolvieres;resolviéremos;resolviereis;resolvieren;;resolved"
"546","respetar","respeto;respetas;respeta;respetamos;respetáis;respetan;respetando;respetado;respetaré;respetarás;respetará;respetaremos;respetaréis;respetarán;respetaba;respetabas;respetábamos;respetabais;respetaban;respeté;respetaste;respetó;respetasteis;respetaron;respetaría;respetarías;respetaríamos;respetaríais;respetarían;respete;respetes;respetemos;respetéis;respeten;respetara;respetaras;respetáramos;respetarais;respetaran;respetare;respetares;respetáremos;respetareis;respetaren;;respetad"
"547","respirar","respiro;respiras;respira;respiramos;respiráis;respiran;respirando;respirado;respiraré;respirarás;respirará;respiraremos;respiraréis;respirarán;respiraba;respirabas;respirábamos;respirabais;respiraban;respiré;respiraste;respiró;respirasteis;respiraron;respiraría;respirarías;respiraríamos;respiraríais;respirarían;respire;respires;respiremos;respiréis;respiren;respirara;respiraras;respiráramos;respirarais;respiraran;respirare;respirares;respiráremos;respirareis;respiraren;;respirad"
"548","responder","respondo;respondes;responde;respondemos;respondéis;responden;respondiendo;respondido;responderé;responderás;responderá;responderemos;responderéis;responderán;respondía;respondías;respondíamos;respondíais;respondían;respondí;respondiste;respondió;respondimos;respondisteis;respondieron;respondería;responderías;responderíamos;responderíais;responderían;responda;respondas;respondamos;respondáis;respondan;respondiera;respondieras;respondiéramos;respondierais;respondieran;respondiere;respondieres;respondiéremos;respondiereis;respondieren;;responded"
"549","resultar","resulto;resultas;resulta;resultamos;resultáis;resultan;resultando;resultado;resultaré;resultarás;resultará;resultaremos;resultaréis;resultarán;resultaba;resultabas;resultábamos;resultabais;resultaban;resulté;resultaste;resultó;resultasteis;resultaron;resultaría;resultarías;resultaríamos;resultaríais;resultarían;resulte;resultes;resultemos;resultéis;resulten;resultara;resultaras;resultáramos;resultarais;resultaran;resultare;resultares;resultáremos;resultareis;resultaren;;resultad"
"550","revelar","revelo;revelas;revela;revelamos;reveláis;revelan;revelando;revelado;revelaré;revelarás;revelará;revelaremos;revelaréis;revelarán;revelaba;revelabas;revelábamos;revelabais;revelaban;revelé;revelaste;reveló;revelasteis;revelaron;revelaría;revelarías;revelaríamos;revelaríais;revelarían;revele;reveles;revelemos;reveléis;revelen;revelara;revelaras;reveláramos;revelarais;revelaran;revelare;revelares;reveláremos;revelareis;revelaren;;revelad"
"551","rezar","rezo;rezas;reza;rezamos;rezáis;rezan;rezando;rezado;rezaré;rezarás;rezará;rezaremos;rezaréis;rezarán;rezaba;rezabas;rezábamos;rezabais;rezaban;recé;rezaste;rezó;rezasteis;rezaron;rezaría;rezarías;rezaríamos;rezaríais;rezarían;rece;reces;recemos;recéis;recen;rezara;rezaras;rezáramos;rezarais;rezaran;rezare;rezares;rezáremos;rezareis;rezaren;;rezad"
"552","robar","robo;robas;roba;robamos;robáis;roban;robando;robado;robaré;robarás;robará;robaremos;robaréis;robarán;robaba;robabas;robábamos;robabais;robaban;robé;robaste;robó;robasteis;robaron;robaría;robarías;robaríamos;robaríais;robarían;robe;robes;robemos;robéis;roben;robara;robaras;robáramos;robarais;robaran;robare;robares;robáremos;robareis;robaren;;robad"
"553","rogar","ruego;ruegas;ruega;rogamos;rogáis;ruegan;rogando;rogado;rogaré;rogarás;rogará;rogaremos;rogaréis;rogarán;rogaba;rogabas;rogábamos;rogabais;rogaban;rogué;rogaste;rogó;rogasteis;rogaron;rogaría;rogarías;rogaríamos;rogaríais;rogarían;ruegue;ruegues;roguemos;roguéis;rueguen;rogara;rogaras;rogáramos;rogarais;rogaran;rogare;rogares;rogáremos;rogareis;rogaren;;rogad"
"554","romper","rompo;rompes;rompe;rompemos;rompéis;rompen;rompiendo;roto;romperé;romperás;romperá;romperemos;romperéis;romperán;rompía;rompías;rompíamos;rompíais;rompían;rompí;rompiste;rompió;rompimos;rompisteis;rompieron;rompería;romperías;romperíamos;romperíais;romperían;rompa;rompas;rompamos;rompáis;rompan;rompiera;rompieras;rompiéramos;rompierais;rompieran;rompiere;rompieres;rompiéremos;rompiereis;rompieren;;romped"
"555","saber","sé;sabes;sabe;sabemos;sabéis;saben;sabiendo;sabido;sabré;sabrás;sabrá;sabremos;sabréis;sabrán;sabía;sabías;sabíamos;sabíais;sabían;supe;supiste;supo;supimos;supisteis;supieron;sabría;sabrías;sabríamos;sabríais;sabrían;sepa;sepas;sepamos;sepáis;sepan;supiera;supieras;supiéramos;supierais;supieran;supiere;supieres;supiéremos;supiereis;supieren;;sabed"
"556","sacar","saco;sacas;saca;sacamos;sacáis;sacan;sacando;sacado;sacaré;sacarás;sacará;sacaremos;sacaréis;sacarán;sacaba;sacabas;sacábamos;sacabais;sacaban;saqué;sacaste;sacó;sacasteis;sacaron;sacaría;sacarías;sacaríamos;sacaríais;sacarían;saque;saques;saquemos;saquéis;saquen;sacara;sacaras;sacáramos;sacarais;sacaran;sacare;sacares;sacáremos;sacareis;sacaren;;sacad"
"557","sacrificar","sacrifico;sacrificas;sacrifica;sacrificamos;sacrificáis;sacrifican;sacrificando;sacrificado;sacrificaré;sacrificarás;sacrificará;sacrificaremos;sacrificaréis;sacrificarán;sacrificaba;sacrificabas;sacrificábamos;sacrificabais;sacrificaban;sacrifiqué;sacrificaste;sacrificó;sacrificasteis;sacrificaron;sacrificaría;sacrificarías;sacrificaríamos;sacrificaríais;sacrificarían;sacrifique;sacrifiques;sacrifiquemos;sacrifiquéis;sacrifiquen;sacrificara;sacrificaras;sacrificáramos;sacrificarais;sacrificaran;sacrificare;sacrificares;sacrificáremos;sacrificareis;sacrificaren;;sacrificad"
"558","sacudir","sacudo;sacudes;sacude;sacudimos;sacudís;sacuden;sacudiendo;sacudido;sacudiré;sacudirás;sacudirá;sacudiremos;sacudiréis;sacudirán;sacudía;sacudías;sacudíamos;sacudíais;sacudían;sacudí;sacudiste;sacudió;sacudisteis;sacudieron;sacudiría;sacudirías;sacudiríamos;sacudiríais;sacudirían;sacuda;sacudas;sacudamos;sacudáis;sacudan;sacudiera;sacudieras;sacudiéramos;sacudierais;sacudieran;sacudiere;sacudieres;sacudiéremos;sacudiereis;sacudieren;;sacudid"
"559","salir","salgo;sales;sale;salimos;salís;salen;saliendo;salido;saldré;saldrás;saldrá;saldremos;saldréis;saldrán;salía;salías;salíamos;salíais;salían;salí;saliste;salió;salisteis;salieron;saldría;saldrías;saldríamos;saldríais;saldrían;salga;salgas;salgamos;salgáis;salgan;saliera;salieras;saliéramos;salierais;salieran;saliere;salieres;saliéremos;saliereis;salieren;;sal;salid"
"560","saltar","salto;saltas;salta;saltamos;saltáis;saltan;saltando;saltado;saltaré;saltarás;saltará;saltaremos;saltaréis;saltarán;saltaba;saltabas;saltábamos;saltabais;saltaban;salté;saltaste;saltó;saltasteis;saltaron;saltaría;saltarías;saltaríamos;saltaríais;saltarían;salte;saltes;saltemos;saltéis;salten;saltara;saltaras;saltáramos;saltarais;saltaran;saltare;saltares;saltáremos;saltareis;saltaren;;saltad"
"561","saludar","saludo;saludas;saluda;saludamos;saludáis;saludan;saludando;saludado;saludaré;saludarás;saludará;saludaremos;saludaréis;saludarán;saludaba;saludabas;saludábamos;saludabais;saludaban;saludé;saludaste;saludó;saludasteis;saludaron;saludaría;saludarías;saludaríamos;saludaríais;saludarían;salude;saludes;saludemos;saludéis;saluden;saludara;saludaras;saludáramos;saludarais;saludaran;saludare;saludares;saludáremos;saludareis;saludaren;;saludad"
"562","salvar","salvo;salvas;salva;salvamos;salváis;salvan;salvando;salvado;salvaré;salvarás;salvará;salvaremos;salvaréis;salvarán;salvaba;salvabas;salvábamos;salvabais;salvaban;salvé;salvaste;salvó;salvasteis;salvaron;salvaría;salvarías;salvaríamos;salvaríais;salvarían;salve;salves;salvemos;salvéis;salven;salvara;salvaras;salváramos;salvarais;salvaran;salvare;salvares;salváremos;salvareis;salvaren;;salvad"
"563","satirizar","satirizo;satirizas;satiriza;satirizamos;satirizáis;satirizan;satirizando;satirizado;satirizaré;satirizarás;satirizará;satirizaremos;satirizaréis;satirizarán;satirizaba;satirizabas;satirizábamos;satirizabais;satirizaban;satiricé;satirizaste;satirizó;satirizasteis;satirizaron;satirizaría;satirizarías;satirizaríamos;satirizaríais;satirizarían;satirice;satirices;satiricemos;satiricéis;satiricen;satirizara;satirizaras;satirizáramos;satirizarais;satirizaran;satirizare;satirizares;satirizáremos;satirizareis;satirizaren;;satirizad"
"564","satisfacer","satisfago;satisfaces;satisface;satisfacemos;satisfacéis;satisfacen;satisfaciendo;satisfecho;satisfaré;satisfarás;satisfará;satisfaremos;satisfaréis;satisfarán;satisfacía;satisfacías;satisfacíamos;satisfacíais;satisfacían;satisfice;satisficiste;satisfizo;satisficimos;satisficisteis;satisficieron;satisfaría;satisfarías;satisfaríamos;satisfaríais;satisfarían;satisfaga;satisfagas;satisfagamos;satisfagáis;satisfagan;satisficiera;satisficieras;satisficiéramos;satisficierais;satisficieran;satisficiere;satisficieres;satisficiéremos;satisficiereis;satisficieren;;satisfaz;satisfaced"
"565","secar","seco;secas;seca;secamos;secáis;secan;secando;secado;secaré;secarás;secará;secaremos;secaréis;secarán;secaba;secabas;secábamos;secabais;secaban;sequé;secaste;secó;secasteis;secaron;secaría;secarías;secaríamos;secaríais;secarían;seque;seques;sequemos;sequéis;sequen;secara;secaras;secáramos;secarais;secaran;secare;secares;secáremos;secareis;secaren;;secad"
"566","secarse",";equivócate;secaos;equivóquese;equivóquense;secándose;secado"
"567","seguir","sigo;sigues;sigue;seguimos;seguís;siguen;siguiendo;seguido;seguiré;seguirás;seguirá;seguiremos;seguiréis;seguirán;seguía;seguías;seguíamos;seguíais;seguían;seguí;seguiste;siguió;seguisteis;siguieron;seguiría;seguirías;seguiríamos;seguiríais;seguirían;siga;sigas;sigamos;sigáis;sigan;siguiera;siguieras;siguiéramos;siguierais;siguieran;siguiere;siguieres;siguiéremos;siguiereis;siguieren;;seguid"
"568","señalar","señalo;señalas;señala;señalamos;señaláis;señalan;señalando;señalado;señalaré;señalarás;señalará;señalaremos;señalaréis;señalarán;señalaba;señalabas;señalábamos;señalabais;señalaban;señalé;señalaste;señaló;señalasteis;señalaron;señalaría;señalarías;señalaríamos;señalaríais;señalarían;señale;señales;señalemos;señaléis;señalen;señalara;señalaras;señaláramos;señalarais;señalaran;señalare;señalares;señaláremos;señalareis;señalaren;;señalad"
"569","sentar","siento;sientas;sienta;sentamos;sentáis;sientan;sentando;sentado;sentaré;sentarás;sentará;sentaremos;sentaréis;sentarán;sentaba;sentabas;sentábamos;sentabais;sentaban;senté;sentaste;sentó;sentasteis;sentaron;sentaría;sentarías;sentaríamos;sentaríais;sentarían;siente;sientes;sentemos;sentéis;sienten;sentara;sentaras;sentáramos;sentarais;sentaran;sentare;sentares;sentáremos;sentareis;sentaren;;sentad"
"570","sentarse",";siéntate;sentaos;siéntese;siéntense;sentándose;sentado"
"571","sentir","siento;sientes;siente;sentimos;sentís;sienten;sintiendo;sentido;sentiré;sentirás;sentirá;sentiremos;sentiréis;sentirán;sentía;sentías;sentíamos;sentíais;sentían;sentí;sentiste;sintió;sentisteis;sintieron;sentiría;sentirías;sentiríamos;sentiríais;sentirían;sienta;sientas;sintamos;sintáis;sientan;sintiera;sintieras;sintiéramos;sintierais;sintieran;sintiere;sintieres;sintiéremos;sintiereis;sintieren;;sentid"
"572","sentirse",";siéntete;sentíos;siéntase;siéntanse;sintiéndose;sentido"
"573","ser","soy;eres;es;somos;sois;son;siendo;sido;seré;serás;será;seremos;seréis;serán;era;eras;éramos;erais;eran;fui;fuiste;fue;fuimos;fuisteis;fueron;sería;serías;seríamos;seríais;serían;sea;seas;seamos;seáis;sean;fuera;fueras;fuéramos;fuerais;fueran;fuere;fueres;fuéremos;fuereis;fueren;;sé;sed"
"574","servir","sirvo;sirves;sirve;servimos;servís;sirven;sirviendo;servido;serviré;servirás;servirá;serviremos;serviréis;servirán;servía;servías;servíamos;servíais;servían;serví;serviste;sirvió;servisteis;sirvieron;serviría;servirías;serviríamos;serviríais;servirían;sirva;sirvas;sirvamos;sirváis;sirvan;sirviera;sirvieras;sirviéramos;sirvierais;sirvieran;sirviere;sirvieres;sirviéremos;sirviereis;sirvieren;;servid"
"575","significar","significo;significas;significa;significamos;significáis;significan;significando;significado;significaré;significarás;significará;significaremos;significaréis;significarán;significaba;significabas;significábamos;significabais;significaban;signifiqué;significaste;significó;significasteis;significaron;significaría;significarías;significaríamos;significaríais;significarían;signifique;signifiques;signifiquemos;signifiquéis;signifiquen;significara;significaras;significáramos;significarais;significaran;significare;significares;significáremos;significareis;significaren;;significad"
"576","simbolizar","simbolizo;simbolizas;simboliza;simbolizamos;simbolizáis;simbolizan;simbolizando;simbolizado;simbolizaré;simbolizarás;simbolizará;simbolizaremos;simbolizaréis;simbolizarán;simbolizaba;simbolizabas;simbolizábamos;simbolizabais;simbolizaban;simbolicé;simbolizaste;simbolizó;simbolizasteis;simbolizaron;simbolizaría;simbolizarías;simbolizaríamos;simbolizaríais;simbolizarían;simbolice;simbolices;simbolicemos;simbolicéis;simbolicen;simbolizara;simbolizaras;simbolizáramos;simbolizarais;simbolizaran;simbolizare;simbolizares;simbolizáremos;simbolizareis;simbolizaren;;simbolizad"
"577","situar","sitúo;sitúas;sitúa;situamos;situáis;sitúan;situando;situado;situaré;situarás;situará;situaremos;situaréis;situarán;situaba;situabas;situábamos;situabais;situaban;situé;situaste;situó;situasteis;situaron;situaría;situarías;situaríamos;situaríais;situarían;sitúe;sitúes;situemos;situéis;sitúen;situara;situaras;situáramos;situarais;situaran;situare;situares;situáremos;situareis;situaren;;situad"
"578","sobrevivir","sobrevivo;sobrevives;sobrevive;sobrevivimos;sobrevivís;sobreviven;sobreviviendo;sobrevivido;sobreviviré;sobrevivirás;sobrevivirá;sobreviviremos;sobreviviréis;sobrevivirán;sobrevivía;sobrevivías;sobrevivíamos;sobrevivíais;sobrevivían;sobreviví;sobreviviste;sobrevivió;sobrevivisteis;sobrevivieron;sobreviviría;sobrevivirías;sobreviviríamos;sobreviviríais;sobrevivirían;sobreviva;sobrevivas;sobrevivamos;sobreviváis;sobrevivan;sobreviviera;sobrevivieras;sobreviviéramos;sobrevivierais;sobrevivieran;sobreviviere;sobrevivieres;sobreviviéremos;sobreviviereis;sobrevivieren;;sobrevivid"
"579","soler","soliere;solieres;soliéremos;soliereis;solieren;soliendo;solido;suelo;sueles;suele;solemos;soléis;suelen;soleré;solerás;solerá;soleremos;soleréis;solerán;solía;solías;solíamos;solíais;solían;solí;soliste;solió;solimos;solisteis;solieron;solería;solerías;soleríamos;soleríais;solerían;suela;suelas;solamos;soláis;suelan;soliera;solieras;soliéramos;solierais;solieran;;soled"
"580","sonar","sueno;suenas;suena;sonamos;sonáis;suenan;sonando;sonado;sonaré;sonarás;sonará;sonaremos;sonaréis;sonarán;sonaba;sonabas;sonábamos;sonabais;sonaban;soné;sonaste;sonó;sonasteis;sonaron;sonaría;sonarías;sonaríamos;sonaríais;sonarían;suene;suenes;sonemos;sonéis;suenen;sonara;sonaras;sonáramos;sonarais;sonaran;sonare;sonares;sonáremos;sonareis;sonaren;;sonad"
"581","soñar","sueño;sueñas;sueña;soñamos;soñáis;sueñan;soñando;soñado;soñaré;soñarás;soñará;soñaremos;soñaréis;soñarán;soñaba;soñabas;soñábamos;soñabais;soñaban;soñé;soñaste;soñó;soñasteis;soñaron;soñaría;soñarías;soñaríamos;soñaríais;soñarían;sueñe;sueñes;soñemos;soñéis;sueñen;soñara;soñaras;soñáramos;soñarais;soñaran;soñare;soñares;soñáremos;soñareis;soñaren;;soñad"
"582","sonreír","sonrío;sonríes;sonríe;sonreímos;sonreís;sonríen;sonriendo;sonreído;sonreiré;sonreirás;sonreirá;sonreiremos;sonreiréis;sonreirán;sonreía;sonreías;sonreíamos;sonreíais;sonreían;sonreí;sonreíste;sonrió;sonreísteis;sonrieron;sonreiría;sonreirías;sonreiríamos;sonreiríais;sonreirían;sonría;sonrías;sonriamos;sonriáis;sonrían;sonriera;sonrieras;sonriéramos;sonrierais;sonrieran;sonriere;sonrieres;sonriéremos;sonriereis;sonrieren;;sonreíd"
